Date,Unhedged_Portfolio_Value,Hedged_Portfolio_Value,Daily_Hedge_Ratio,Unhedged_Daily_TC,Unhedged_Cumulative_TC,Unhedged_Portfolio_Value_Net,Unhedged_Portfolio_Return_Net,Hedged_Equity_Daily_TC,Hedged_SPY_Daily_TC,Hedged_Daily_TC,Hedged_Cumulative_TC,Hedged_Portfolio_Value_Net,Hedged_Portfolio_Return_Net
2020-10-01,100298.06028902896,99338.95427577473,309.21080462467495,0.0,50.0,100248.06028902896,0.005060384887117575,0.0,29.801686282732415,29.801686282732415,1214.9586354017897,98123.99564037293,-0.0014960109354839046
2020-10-02,100034.87615123008,99972.6034646669,303.930927886197,0.0,50.0,99984.87615123008,-0.0026253289793346513,0.0,29.991781039400067,29.991781039400067,1244.9504164411899,98727.65304822571,0.0061519855965221915
2020-10-05,101669.47589595578,100029.29823762618,284.71708990592515,0.0,50.0,101619.47589595578,0.01634846996513062,0.0,30.00878947128785,30.00878947128785,1274.9592059124777,98754.3390317137,0.00027029897565733485
2020-10-06,100629.28924533752,100261.9187394988,283.87213210255305,0.0,50.0,100579.28924533752,-0.010236095408357127,0.0,30.078575621849637,30.078575621849637,1305.0377815343275,98956.88095796447,0.0020509673624136138
2020-10-07,102231.010654523,100415.88405405004,265.14149271160545,0.0,50.0,102181.010654523,0.015924962496786765,0.0,30.12476521621501,30.12476521621501,1335.1625467505426,99080.7215072995,0.0012514597078665535
2020-10-08,103324.019388301,100761.73174718376,262.9107674375908,0.0,50.0,103274.019388301,0.010696789225089098,0.0,30.228519524155125,30.228519524155125,1365.3910662746978,99396.34068090907,0.0031854751237989642
2020-10-09,103827.9288240689,100524.2932123201,259.3674583210659,0.0,50.0,103777.9288240689,0.004879343698953376,0.0,30.157287963696028,30.157287963696028,1395.5483542383938,99128.74485808171,-0.0026922100048573094
2020-10-12,104812.50712212882,100291.94707269072,233.2260543570318,0.0,50.0,104762.50712212882,0.009487357371807281,0.0,30.08758412180721,30.08758412180721,1425.635938360201,98866.31113433052,-0.0026474028711541697
2020-10-13,103918.36316507206,99941.66386655628,245.09913219331176,0.0,50.0,103868.36316507206,-0.008534961424838672,0.0,29.98249915996688,29.98249915996688,1455.6184375201678,98486.04542903611,-0.0038462616935078797
2020-10-14,103448.87024510551,99974.9848622278,245.56689778430825,0.0,50.0,103398.87024510551,-0.004520076235536852,0.0,29.992495458668337,29.992495458668337,1485.6109329788362,98489.37392924896,3.3796668333696545e-05
2020-10-15,103797.66885255932,100406.12280398796,243.22076386192532,0.0,50.0,103747.66885255932,0.003373330933181151,0.0,30.121836841196387,30.121836841196387,1515.7327698200327,98890.39003416793,0.004071668738670597
2020-10-16,103903.56426135094,100557.1331745166,256.2019476813151,0.0,50.0,103853.56426135094,0.0010207015729877256,0.0,30.167139952354976,30.167139952354976,1545.8999097723877,99011.23326474421,0.0012219916468581005
2020-10-19,102359.21997777936,100319.99809617076,263.32360327420906,0.0,50.0,102309.21997777936,-0.014870402326155996,0.0,30.095999428851226,30.095999428851226,1575.9959092012389,98744.00218696952,-0.0026989975678834988
2020-10-20,102766.24398538627,100378.94882697608,270.83345693276,0.0,50.0,102716.24398538627,0.003978370744057269,0.0,30.11368464809282,30.11368464809282,1606.1095938493318,98772.83923312674,0.00029203845822056707
2020-10-21,102263.92499766554,100046.01707868723,264.9229400221604,0.0,50.0,102213.92499766554,-0.004890355879759389,0.0,30.01380512360617,30.01380512360617,1636.1233989729378,98409.8936797143,-0.0036745481473485775
2020-10-22,103115.74444494228,100432.02468299073,260.8990155467758,0.0,50.0,103065.74444494228,0.00833369276540541,0.0,30.129607404897214,30.129607404897214,1666.253006377835,98765.77167661289,0.0036162827088994653
2020-10-23,103496.9553808988,100512.84925443491,272.74633363901864,0.0,50.0,103446.9553808988,0.0036987161739288066,0.0,30.153854776330473,30.153854776330473,1696.4068611541654,98816.44239328075,0.0005130392423173813
2020-10-26,101421.93420818924,100546.39453340352,352.5792678995136,0.0,50.0,101371.93420818924,-0.020058794046370787,0.0,30.163918360021054,30.163918360021054,1726.5707795141864,98819.82375388933,3.421860296404233e-05
2020-10-27,100305.41089484286,99817.74886570268,346.1927870999549,0.0,50.0,100255.41089484286,-0.011014126563407167,0.0,29.945324659710803,29.945324659710803,1756.5161041738972,98061.2327615288,-0.007676506226623192
2020-10-28,97329.93134038096,100087.03457301304,301.77736516220114,0.0,50.0,97279.93134038096,-0.029678992165149576,0.0,30.026110371903908,30.026110371903908,1786.5422145458012,98300.49235846724,0.002439899950271718
2020-10-29,98329.60621588468,100155.67998281862,300.62438010172724,0.0,50.0,98279.60621588468,0.010276270364602436,0.0,30.046703994845583,30.046703994845583,1816.5889185406468,98339.09106427798,0.00039266035077401007
2020-10-30,97885.04407686554,100664.23541092892,295.2516236713659,0.0,50.0,97835.04407686554,-0.00452344241228031,0.0,30.19927062327867,30.19927062327867,1846.7881891639254,98817.44722176499,0.00486435406622121
2020-11-02,99648.5867860845,101370.0749601632,316.95154254619536,0.0,50.0,99598.5867860845,0.01802567501102592,0.0,30.411022488048957,30.411022488048957,1877.1992116519743,99492.87574851123,0.006835114099137174
2020-11-03,101582.7689665707,101555.60041216444,321.9768219790372,0.0,50.0,101532.7689665707,0.019419775349226454,0.0,30.46668012364933,30.46668012364933,1907.6658917756238,99647.93452038881,0.0015584912056367806
2020-11-04,102808.00395280388,100734.17159372383,288.6124848564115,0.0,50.0,102758.00395280388,0.012067384734051556,0.0,30.22025147811715,30.22025147811715,1937.886143253741,98796.2854504701,-0.008546580257962622
2020-11-05,104625.74222636689,100753.91995414418,286.48531432947044,0.0,50.0,104575.74222636689,0.01768950547538739,0.0,30.226175986243252,30.226175986243252,1968.1123192399843,98785.8076349042,-0.0001060547521409827
2020-11-06,104931.33775682191,101068.80178901184,286.70813719096344,0.0,50.0,104881.33775682191,0.002922241085256072,0.0,30.320640536703547,30.320640536703547,1998.432959776688,99070.36882923514,0.0028805878206983326
2020-11-09,108295.31693257768,103135.39257809008,301.907015684096,0.0,50.0,108245.31693257768,0.03207414443507095,0.0,30.94061777342702,30.94061777342702,2029.373577550115,101106.01900053996,0.020547517843742202
2020-11-10,108515.96336335958,103480.15280986702,291.7844290784996,0.0,50.0,108465.96336335958,0.002038392394558164,0.0,31.044045842960106,31.044045842960106,2060.4176233930752,101419.73518647395,0.0031028438171649686
2020-11-11,108599.7832822513,102971.22080052848,249.4993314724518,0.0,50.0,108549.7832822513,0.0007727762359046597,0.0,30.89136624015854,30.89136624015854,2091.308989633234,100879.91181089524,-0.005322665993814368
2020-11-12,107292.2676884782,102618.05290719528,288.3909073705328,0.0,50.0,107242.2676884782,-0.012045308191664494,0.0,30.78541587215858,30.78541587215858,2122.0944055053924,100495.95850168988,-0.003806043267812309
2020-11-13,109171.02396638386,103077.9398101754,306.90024189984234,0.0,50.0,109121.02396638386,0.01751880409096862,0.0,30.92338194305262,30.92338194305262,2153.0177874484452,100924.92202272695,0.004268465393360676
2020-11-16,110881.88640267133,103488.02327583122,306.44607608177427,0.0,50.0,110831.88640267133,0.01567857754720592,0.0,31.046406982749364,31.046406982749364,2184.0641944311947,101303.95908140003,0.003755633901681099
2020-11-17,110459.74665306717,103615.20165829088,306.8052566219255,0.0,50.0,110409.74665306717,-0.0038088294199960515,0.0,31.084560497487264,31.084560497487264,2215.148754928682,101400.0529033622,0.0009485692645532229
2020-11-18,109226.56428238768,103888.07936245106,375.97041463424665,0.0,50.0,109176.56428238768,-0.011169144102417206,0.0,31.166423808735313,31.166423808735313,2246.315178737417,101641.76418371363,0.0023837391937240326
2020-11-19,109741.01839916412,103815.75453253368,421.2870440079808,0.0,50.0,109691.01839916412,0.0047121295688128395,0.0,31.144726359760103,31.144726359760103,2277.4599050971774,101538.29462743651,-0.0010179826876096643
2020-11-20,109152.65438283164,104164.40310391184,418.4001242258339,0.0,50.0,109102.65438283164,-0.005363830374802814,0.0,31.24932093117355,31.24932093117355,2308.709226028351,101855.69387788349,0.0031259068473779017
2020-11-23,110359.03748023864,104648.25043922351,352.98103438044154,0.0,50.0,110309.03748023864,0.011057321237794238,0.0,31.394475131767052,31.394475131767052,2340.1037011601184,102308.1467380634,0.004442096881911883
2020-11-24,112251.17391953104,104647.78442394696,351.8329748506354,0.0,50.0,112201.17391953104,0.017153050035735973,0.0,31.394335327184084,31.394335327184084,2371.4980364873027,102276.28638745965,-0.0003114155775425509
2020-11-25,111956.6881203338,104553.47508218848,368.84974583507307,0.0,50.0,111906.6881203338,-0.002624623155979111,0.0,31.366042524656542,31.366042524656542,2402.8640790119593,102150.61100317653,-0.0012287832177150237
2020-11-27,112087.52014098376,104361.23622627738,356.0231354376372,0.0,50.0,112037.52014098376,0.001169117081807336,0.0,31.308370867883212,31.308370867883212,2434.1724498798426,101927.06377639754,-0.0021884081219253337
2020-11-30,111240.33114398774,104074.87673703916,357.4141840857052,0.0,50.0,111190.33114398774,-0.007561654309466537,0.0,31.222463021111743,31.222463021111743,2465.3949129009543,101609.4818241382,-0.0031157765218865485
2020-12-01,112049.74805519952,103710.88049192746,322.5675081419927,0.0,50.0,111999.74805519952,0.007279562016625496,0.0,31.113264147578235,31.113264147578235,2496.5081770485326,101214.37231487893,-0.0038885102272553373
2020-12-02,112375.12927425493,103793.61968963571,328.05189928316804,0.0,50.0,112325.12927425493,0.0029051959911110536,0.0,31.138085906890712,31.138085906890712,2527.6462629554235,101265.97342668028,0.00050982000501687
2020-12-03,112894.83594919958,104301.79582191251,327.6166762417662,0.0,50.0,112844.83594919958,0.004626806826776297,0.0,31.290538746573752,31.290538746573752,2558.9368017019974,101742.85902021051,0.004709238230702573
