,Price,SMA,EMA,RSI,MACD,MACD_Signal,ATR
2024-07-17,227.8145751953125,219.83390579223632,225.9306436737286,67.25542130747736,8.431046642886201,8.281465995247734,3.2199478149414125
2024-07-18,223.136474609375,220.32610549926758,225.5007715099819,60.25638825862569,7.583627991840757,8.14189839456634,3.493664332798553
2024-07-19,223.26583862304688,221.05419998168946,225.15693568122265,64.94869969821778,6.843592525681089,7.88223722078929,3.2554866245814753
2024-07-22,222.91748046875,221.87386627197264,224.812404110073,59.010262904304206,6.1580137461456275,7.537392525860557,2.844548906598772
2024-07-23,223.9626007080078,222.71343917846679,224.6816651251399,56.31328445155006,5.634073994984334,7.156728819685313,2.6689420427594865
2024-07-24,217.5227203369141,223.1847351074219,223.58028900387438,46.47788030981808,4.645651265810784,6.654513308910407,3.0379300798688575
2024-07-25,216.4776153564453,223.3957489013672,222.487569981193,38.65092836256447,3.734933901027034,6.070597427333733,2.7720304216657365
2024-07-26,216.94541931152344,223.58784942626954,221.63493141662843,37.01945335251962,3.016163245250823,5.459710590917151,2.7002225603376115
2024-07-29,217.22412109375,223.96707763671876,220.95634521310868,36.04277202463322,2.440884232666434,4.855945319267008,2.6589878627232144
2024-07-30,217.7815093994141,224.06910095214843,220.46790893407874,28.936355103027978,2.006814737416363,4.286119202896879,2.393087114606587
2024-07-31,221.04623413085935,224.1591796875,220.55688204127574,41.29395033366147,1.9042959976358134,3.809754561844666,2.241652352469306
2024-08-01,217.3435516357422,224.00042190551758,220.0625235173475,31.133806663025638,1.5069029854037126,3.349184246556476,2.294976370675219
2024-08-02,218.83657836914065,223.67793045043945,219.87391657146952,25.701835062163624,1.2974843478815217,2.9388442668214854,2.1271896362304665
2024-08-05,208.29586791992188,222.7547477722168,218.09267831738526,18.134154511637007,0.2777693755503208,2.4066292885672524,2.8502371651785716
2024-08-06,206.2653656005859,221.68724060058594,216.27309174556999,20.088380452771887,-0.6862954672835428,1.7880443373970936,2.5729620797293546
2024-08-07,208.84332275390625,220.53463134765624,215.1300503622371,28.931908515618986,-1.2281468906944042,1.1848060917787941,2.4229518345424146
2024-08-08,212.31704711914065,219.82494888305663,214.69728063252995,35.30982162306475,-1.3615721660466988,0.6755304402136956,2.661834716796881
2024-08-09,215.2334442138672,219.11327896118163,214.77976733735107,40.35486103848894,-1.217944084580438,0.2968355352548689,2.845266069684714
2024-08-12,216.76803588867188,218.28623657226564,215.08565480678504,41.07887585847537,-0.9691176867568743,0.04364489085252026,2.8802283150809194
2024-08-13,220.49493408203125,217.6246368408203,215.9178516183614,53.95133849367678,-0.4658217335871484,-0.05824843403541347,2.6864438738141803
2024-08-14,220.943359375,217.28107604980468,216.69100665784427,56.03258250440384,-0.030421214330317525,-0.05268299009439428,2.643823896135607
2024-08-15,223.9328460693359,217.32089462280274,217.80513579807376,58.83696516376038,0.5495288001835377,0.06775936796119211,2.823944091796877
2024-08-16,225.25819396972656,217.4205123901367,218.9517601321742,59.89860026402733,1.10336891414795,0.27488127719854366,2.8987045288085977
2024-08-19,225.0987548828125,217.52957611083986,219.8974516322724,59.104694791290456,1.5119964390767962,0.5223043095741942,2.870279584612167
2024-08-20,225.71658325195312,217.6172752380371,220.79270265068482,56.220991160256055,1.8642009346182817,0.7906836345830117,2.681215558733265
2024-08-21,225.60694885253903,218.02148666381837,221.53335591250854,62.17211375593818,2.110154408555161,1.0545777893774415,2.424569266183046
2024-08-22,223.74351501464844,218.38478164672853,221.87338038976083,57.14997196316118,2.130155662792987,1.2696933640605508,2.4510269165039125
2024-08-23,226.04542541503903,218.83978195190429,222.51523347057287,84.03483198733203,2.3051790630071594,1.4767905038498725,1.8625411987304707
2024-08-26,226.38421630859375,219.29778671264648,223.11046159949916,91.25443282660241,2.4430618659313836,1.6700447762661748,1.7417046683175244
2024-08-27,227.2312469482422,219.7702735900879,223.74442857622887,90.58617807155275,2.5908179378703835,1.8541994085870166,1.6180670601981026
2024-08-28,225.69664001464844,220.00279388427734,224.0447687975242,82.29629296773996,2.5546374646257277,1.9942870197947589,1.4795586722237704
2024-08-29,228.9850921630859,220.58487091064453,224.80481854607214,82.60867048174808,2.759504929456085,2.1473306017270244,1.506134033203123
2024-08-30,228.19786071777344,221.05293502807618,225.3268250340262,78.09896429227898,2.825767187694794,2.2830179189205784,1.4527511596679648
2024-09-03,221.9896697998047,221.7376251220703,224.81341653645367,53.27508376690635,2.350239286161269,2.2964621923687165,1.62998635428292
2024-09-04,220.0764007568359,222.4281768798828,224.08464487805094,48.21500717239311,1.7982658865331018,2.1968229312015937,1.7346180507114934
2024-09-05,221.6010284423828,223.06606216430663,223.7025500417943,44.890800378196786,1.466937757619803,2.0508458964852356,1.6299852643694217
2024-09-06,220.04652404785156,223.4525360107422,223.14008450426465,38.69434425925632,1.0666269042622218,1.8540020980406329,1.6463535853794642
2024-09-09,220.1361846923828,223.69767303466796,222.67794607166744,39.20202554777243,0.7479901685257175,1.6327997121376499,1.641369410923549
2024-09-10,219.33900451660156,223.82622146606445,222.16426275550344,36.23060162072375,0.4262291772906224,1.3914856051682445,1.6541802542550224
2024-09-11,221.8800506591797,223.89547729492188,222.12053781760747,42.71803904685699,0.3719844556193266,1.1875853752584609,1.827852521623882
2024-09-12,221.9896697998047,223.94779281616212,222.10040427640703,46.32103469378871,0.3339904375435765,1.016866387715484,1.7025800432477678
2024-09-13,221.7206268310547,223.83718185424806,222.04197697712206,40.082217205146975,0.27895476846666156,0.8692840638657195,1.557375226702011
2024-09-16,215.5622711181641,223.3523857116699,221.04509915266698,30.41122163367288,-0.25860816039647716,0.6437056190132803,1.9730584280831454
2024-09-17,216.03060913085935,222.89897842407225,220.27363914931195,29.4439394423095,-0.6394682984030453,0.3870708355300152,1.9460089547293467
2024-09-18,219.91696166992188,222.6089973449707,220.21876569094425,40.23566775538191,-0.620553180637927,0.18554603229642677,2.1139907836914023
2024-09-19,228.0683135986328,222.7320655822754,221.42638844597326,48.66974569253731,0.05158848349844902,0.15875452253683123,2.4613407679966497
2024-09-20,227.4006500244141,222.91492233276367,222.34550561188723,48.83921199900113,0.5243463855650816,0.23187289514248133,2.4528002057756675
2024-09-23,225.6767120361328,222.89648666381837,222.857998907925,56.17492617197203,0.7512431771724266,0.3357469515484704,2.1324964250837053
2024-09-24,226.5735626220703,222.90595397949218,223.4296240947166,61.264723841008504,0.9919937794219607,0.46699631712316847,2.0598951067243285
2024-09-25,225.5770721435547,222.8232452392578,223.76000071761476,57.0222330018595,1.089819155782351,0.591560884855005,2.0221710205078085
