Date,Portfolio_Value,Portfolio_Return,Cumulative_Return,Drawdown,Rolling_Max,Rolling_Volatility_126d,Rolling_Return_126d
2020-09-23,97173.44575198292,-0.021881195871442185,-0.02826554248017088,-0.07752375973792872,105339.7816776033,,
2020-09-24,97089.57941208145,-0.0008630582074398242,-0.029104205879185496,-0.07831991042825517,105339.7816776033,,
2020-09-25,98521.22491396518,0.01474561441663403,-0.014787750860348114,-0.06472917121194145,105339.7816776033,,
2020-09-28,100307.90912957171,0.01813501828836143,0.00307909129571704,-0.047768017627299084,105339.7816776033,,
2020-09-29,99899.46985128749,-0.004071855169033786,-0.0010053014871250765,-0.05164536834684266,105339.7816776033,,
2020-09-30,100697.31972230514,0.007986527578227716,0.006973197223051342,-0.0440713079272046,105339.7816776033,,
2020-10-01,101206.63008273699,0.005057834328027589,0.012066300827369814,-0.03923637897329229,105339.7816776033,,
2020-10-02,100941.0624488162,-0.002624014194561036,0.00941062448816199,-0.04175743635248419,105339.7816776033,,
2020-10-05,102590.4691193656,0.01634029433151406,0.025904691193656015,-0.026099470821499132,105339.7816776033,,
2020-10-06,101540.86243547594,-0.01023103503570529,0.015408624354759315,-0.03606348125681624,105339.7816776033,,
2020-10-07,103157.09144692695,0.01591703056961973,0.03157091446926952,-0.020720474220808277,105339.7816776033,,
2020-10-08,104260.00249362864,0.010691567891569788,0.04260002493628634,-0.010250440686115834,105339.7816776033,,
2020-10-09,104768.47476864237,0.004876963963671698,0.04768474768642372,-0.0054234677522822525,105339.7816776033,,
2020-10-12,105761.97062537479,0.009482774841633509,0.05761970625374779,0.0,105761.97062537479,,
2020-10-13,104859.7300062649,-0.008530860514180063,0.04859730006264895,-0.008530860514180099,105761.97062537479,,
2020-10-14,104385.98422838985,-0.004517900035092073,0.0438598422838985,-0.013010218974255836,105761.97062537479,,
2020-10-15,104737.9400944521,0.0033716774207174505,0.04737940094452098,-0.009682407815092218,105761.97062537479,,
2020-10-16,104844.79545974825,0.0010202164105940184,0.04844795459748252,-0.008672069555845516,105761.97062537479,,
2020-10-19,103286.46220771926,-0.014863238992413786,0.03286462207719265,-0.023406413505891992,105761.97062537479,,
2020-10-20,103697.17236979082,0.003976418141281452,0.03697172369790813,-0.019523069051897716,105761.97062537479,,
2020-10-21,103190.30402307893,-0.004887966905253219,0.03190304023078938,-0.02431560784173635,105761.97062537479,,
2020-10-22,104049.83900542479,0.008329609942360728,0.040498390054247935,-0.016188537428208805,105761.97062537479,,
2020-10-23,104434.50357267601,0.0036969261166388662,0.044345035726760074,-0.01255145913837847,105761.97062537479,,
2020-10-26,102340.68808581545,-0.020049077797391755,0.023406880858154455,-0.03234889175503404,105761.97062537479,,
2020-10-27,101214.04839905725,-0.0110087171371515,0.012140483990572548,-0.043001489093154044,105761.97062537479,,
2020-10-28,98211.61364401293,-0.029664209687637496,-0.017883863559870705,-0.07139009359145151,105761.97062537479,,
2020-10-29,99220.34260128334,0.010270974275270054,-0.0077965739871665996,-0.06185236513096853,105761.97062537479,,
2020-10-30,98771.75395972298,-0.004521135785259533,-0.012282460402770257,-0.06609385797483137,105761.97062537479,,
2020-11-02,100551.27361098074,0.0180164832547514,0.0055127361098075145,-0.04926815360552551,105761.97062537479,,
2020-11-03,102502.97639788467,0.01941002552046035,0.02502976397884682,-0.030814424203894342,105761.97062537479,,
2020-11-04,103739.31246614206,0.01206146505891023,0.03739312466142053,-0.01912462624582984,105761.97062537479,,
2020-11-05,105573.51515695057,0.017680883429868163,0.0557351515695057,-0.0017818831032541543,105761.97062537479,,
2020-11-06,105881.88014726745,0.0029208555749845183,0.05881880147267449,0.0,105881.88014726745,,
2020-11-09,109276.33150932114,0.032058850459894254,0.09276331509321145,0.0,109276.33150932114,,
2020-11-10,109498.97680832961,0.0020374521722434902,0.09498976808329607,0.0,109498.97680832961,,
2020-11-11,109583.55691856319,0.0007724283157606567,0.09583556918563185,0.0,109583.55691856319,,
2020-11-12,108264.19433021643,-0.012039786127103306,0.08264194330216434,-0.012039786127103384,109583.55691856319,,
2020-11-13,110159.9712207799,0.01751065439771482,0.10159971220779895,0.0,110159.9712207799,,
2020-11-16,111886.33277628782,0.015671405287933385,0.11886332776287811,0.0,111886.33277628782,,
2020-11-17,111460.37036054785,-0.0038070996266509954,0.11460370360547856,-0.003807099626651105,111886.33277628782,,
2020-11-18,110216.01504469063,-0.011164105339252238,0.1021601504469063,-0.014928702104634324,111886.33277628782,,
2020-11-19,110735.13080558061,0.00470998484820455,0.10735130805580617,-0.01028903121714593,111886.33277628782,,
2020-11-20,110141.43449586439,-0.005361408844665344,0.10141434495864399,-0.015595276358840707,111886.33277628782,,
2020-11-23,111358.748510793,0.011052280374778638,0.11358748510792993,-0.0047153593509021725,111886.33277628782,,
2020-11-24,113268.02302648858,0.01714525837644925,0.13268023026488573,0.0,113268.02302648858,,
2020-11-25,112970.87025763917,-0.002623448003325077,0.12970870257639167,-0.002623448003324984,113268.02302648858,,
2020-11-27,113102.8858662308,0.0011685809650803297,0.13102885866230807,-0.0014579327496442,113268.02302648858,,
2020-11-30,112248.02477666321,-0.007558260631640003,0.12248024776663202,-0.009005173945578907,113268.02302648858,,
2020-12-01,113064.77254897429,0.007276277457319708,0.1306477254897429,-0.001794420632438833,113268.02302648858,,
2020-12-02,113393.10103232211,0.0029038972612411237,0.1339310103232212,0.0,113393.10103232211,,
2020-12-03,113917.51432819283,0.004624737229130314,0.13917514328192837,0.0,113917.51432819283,,
2020-12-04,115446.54341171891,0.013422247602076236,0.15446543411718916,0.0,115446.54341171891,,
2020-12-07,114823.96746853943,-0.00539276382627753,0.14823967468539423,-0.005392763826277448,115446.54341171891,,
2020-12-08,115218.13838126842,0.003432827844387044,0.1521813838126842,-0.0019784484117114534,115446.54341171891,,
2020-12-09,114497.23839029156,-0.006256827276546906,0.14497238390291556,-0.008222896878270589,115446.54341171891,,
2020-12-10,114645.37308434254,0.0012937839910690673,0.1464537308434255,-0.006939751539542796,115446.54341171891,,
2020-12-11,114109.37526660092,-0.004675267769832395,0.1410937526660092,-0.011582574112671572,115446.54341171891,,
2020-12-14,113426.99234381017,-0.005980077633379804,0.13426992343810173,-0.017493387053663333,115446.54341171891,,
2020-12-15,114935.82150141288,0.013302205466484402,0.14935821501412883,-0.00442388221607154,115446.54341171891,,
2020-12-16,115000.36155428566,0.0005615312269897753,0.15000361554285657,-0.0038648351370905204,115446.54341171891,,
2020-12-17,115840.84405070408,0.00730852046949131,0.15840844050704073,0.0,115840.84405070408,,
2020-12-18,115699.99816695823,-0.001215856849974166,0.1569999816695824,-0.0012158568499742348,115840.84405070408,,
2020-12-21,115129.08209205676,-0.004934451892364121,0.15129082092056767,-0.006144309155204136,115840.84405070408,,
2020-12-22,114693.94444503091,-0.0037795632443061444,0.14693944445030915,-0.009900649594465722,115840.84405070408,,
2020-12-23,114982.56263015154,0.0025164204310625642,0.1498256263015154,-0.007409143360323426,115840.84405070408,,
2020-12-24,115277.3656077644,0.0025638929144508053,0.15277365607764404,-0.004864246696036203,115840.84405070408,,
2020-12-28,115564.99293240372,0.0024950893275786793,0.1556499293240372,-0.0023812940984754578,115840.84405070408,,
2020-12-29,114993.18739622542,-0.004947913045889062,0.14993187396225416,-0.007317424708228461,115840.84405070408,,
2020-12-30,115590.03940311725,0.005190324926252386,0.1559003940311725,-0.0021650795938352617,115840.84405070408,,
2020-12-31,116477.29533488005,0.007675885710779243,0.1647729533488005,0.0,116477.29533488005,,
2021-01-04,114203.5828634629,-0.019520649624290017,0.14203582863462905,-0.019520649624290082,116477.29533488005,,
2021-01-05,115362.74969536428,0.01015000407900732,0.15362749695364286,-0.009568780218594307,116477.29533488005,,
2021-01-06,117207.68094403236,0.01599243476373388,0.17207680944032355,0.0,117207.68094403236,,
2021-01-07,118821.10406749448,0.013765506752348212,0.18821104067494487,0.0,118821.10406749448,,
2021-01-08,119287.94699781378,0.003928956341409773,0.19287946997813776,0.0,119287.94699781378,,
2021-01-11,118861.57854135928,-0.0035742794405063303,0.1886157854135928,-0.003574279440506346,119287.94699781378,,
2021-01-12,119465.23790776967,0.005078675328212344,0.1946523790776966,0.0,119465.23790776967,,
2021-01-13,119315.20276077066,-0.0012558895761362215,0.19315202760770656,-0.0012558895761363143,119465.23790776967,,
2021-01-14,119469.23593159633,0.001290976902034105,0.1946923593159633,0.0,119469.23593159633,,
2021-01-15,118615.66024734551,-0.0071447320943739895,0.1861566024734551,-0.007144732094373974,119469.23593159633,,
2021-01-19,119364.86618196404,0.0063162480658645725,0.19364866181964047,-0.0008736119287817655,119469.23593159633,,
2021-01-20,120248.21533965792,0.007400411745507019,0.20248215339657927,0.0,120248.21533965792,,
2021-01-21,119795.69120161796,-0.003763250346475115,0.1979569120161795,-0.003763250346474995,120248.21533965792,,
2021-01-22,119285.69857187168,-0.004257186753803579,0.1928569857187168,-0.008004416240752387,120248.21533965792,,
2021-01-25,118892.54998198681,-0.0032958568763210763,0.18892549981986817,-0.01127389170676541,120248.21533965792,,
2021-01-26,118282.15070692982,-0.005134041410916526,0.18282150706929823,-0.01635005249079726,120248.21533965792,,
2021-01-27,115272.13882805742,-0.025447726989090525,0.15272138828057424,-0.04138170780784464,120248.21533965792,,
2021-01-28,117139.4252380202,0.016198939561172288,0.1713942523802019,-0.025853108030389607,120248.21533965792,,
2021-01-29,115146.03024625841,-0.01701728506616217,0.15146030246258402,-0.0424304433873524,120248.21533965792,,
2021-02-01,116692.94168005591,0.01343434446232473,0.16692941680055906,-0.02956612411718247,120248.21533965792,,
2021-02-02,118410.08517036735,0.014715058730967994,0.18410085170367352,-0.015286132639045935,120248.21533965792,0.16776697388152878,0.35217566842484715
2021-02-03,118701.47260233774,0.0024608328889481165,0.18701472602337743,-0.012862916368040786,120248.21533965792,0.1677484946945315,0.3502043183042271
2021-02-04,120227.63933752551,0.012857184512786885,0.20227639337525516,-0.0001711127443703816,120248.21533965792,0.16842261319829263,0.36449341190087026
2021-02-05,120666.50692867687,0.00365030531722636,0.20666506928676864,0.0,120666.50692867687,0.1683392209025399,0.3774924111942823
2021-02-08,121745.5021447344,0.008941961141672096,0.21745502144734408,0.0,121745.5021447344,0.16865778688041824,0.38964703498882136
2021-02-09,121708.79014995228,-0.0003015470315977518,0.21708790149952284,-0.0003015470315977264,121745.5021447344,0.16855053804077103,0.3767809252809544
2021-02-10,121892.72143614563,0.001511240773708591,0.21892721436145623,0.0,121892.72143614563,0.16845405806490296,0.3848131625206405
2021-02-11,122148.53216674086,0.0020986546824228497,0.22148532166740864,0.0,122148.53216674086,0.16823360218330247,0.3738066291944299
2021-02-12,122673.22915773233,0.004295565257183991,0.22673229157732333,0.0,122673.22915773233,0.16819639214460905,0.38685539819844195
2021-02-16,122641.17872583942,-0.0002612667173837549,0.22641178725839417,-0.0002612667173838384,122673.22915773233,0.16821210056207125,0.384808564057397
2021-02-17,122675.64842953962,0.00028106141883435987,0.2267564842953962,0.0,122675.64842953962,0.1682006914098958,0.3860332585939317
2021-02-18,122035.87597156076,-0.005215154483950589,0.2203587597156076,-0.005215154483950615,122675.64842953962,0.16845153360780238,0.37625100992230626
2021-02-19,122718.17312316257,0.005590955497060761,0.22718173123162577,0.0,122718.17312316257,0.16841011779273649,0.394055982039762
2021-02-22,122445.788062126,-0.002219598402619625,0.22445788062126004,-0.002219598402619681,122718.17312316257,0.1683757487094712,0.39544507095241865
2021-02-23,122352.72856755913,-0.0007600056812052233,0.22352728567559121,-0.002977917176428955,122718.17312316257,0.16837192760860206,0.39571142093531325
2021-02-24,123776.21473017657,0.011634282122539169,0.2377621473017657,0.0,123776.21473017657,0.16839604559306187,0.3961158391708395
2021-02-25,120985.13753681123,-0.022549382362755797,0.20985137536811238,-0.0225493823627559,123776.21473017657,0.1718108651704134,0.34626923147838107
2021-02-26,120573.64158056196,-0.0034012107985087183,0.20573641580561963,-0.025873897958472777,123776.21473017657,0.17193946163450322,0.33845670846074033
2021-03-01,123054.962583908,0.02057929884856404,0.23054962583908,-0.00582706578837338,123776.21473017657,0.17402503730060057,0.37057922432494717
2021-03-02,122283.36973903906,-0.006270310669858686,0.2228336973903906,-0.01206083894544524,123776.21473017657,0.17424933051809385,0.34615555359404093
2021-03-03,121017.76723407436,-0.010349751627433741,0.21017767234074358,-0.02228576388537513,123776.21473017657,0.1748150419623477,0.3352387551740784
2021-03-04,119173.1991918902,-0.015242125882362016,0.191731991918902,-0.037188207349211716,123776.21473017657,0.17625211731188678,0.292962278962983
2021-03-05,121219.79669948266,0.017173303406054264,0.21219796699482663,-0.02065354831109289,123776.21473017657,0.17655525682390077,0.2964692769894296
2021-03-08,120854.32875037263,-0.0030149196670910474,0.2085432875037263,-0.023606199189185415,123776.21473017657,0.17218569105918194,0.3435498631728194
2021-03-09,122080.12743866596,0.01014277850837468,0.22080127438665964,-0.013702853130611176,123776.21473017657,0.1725177664698683,0.36981090075715223
2021-03-10,123080.22704039632,0.008192157255346895,0.23080227040396317,-0.005622951802957056,123776.21473017657,0.16908929326097655,0.43298943551573527
2021-03-11,124529.71142794791,0.011776744505645682,0.2452971142794791,0.0,124529.71142794791,0.16855318682381276,0.4254768104082367
2021-03-12,125117.64509331156,0.004721232054759986,0.2511764509331156,0.0,125117.64509331156,0.16679109999990918,0.4661272911591146
2021-03-15,126318.95860788565,0.009601471588425182,0.26318958607885645,0.0,126318.95860788565,0.16714891335041246,0.4826817139142683
2021-03-16,125369.51241006968,-0.007516260490740748,0.25369512410069683,-0.0075162604907407496,126318.95860788565,0.1668615884116712,0.4407470945788692
2021-03-17,125867.87842364126,0.003975177090435479,0.25867878423641266,-0.003570961866813802,126318.95860788565,0.16689073884018102,0.4457651879434163
2021-03-18,124038.5572719448,-0.01453366160299777,0.24038557271944794,-0.018052724318442084,126318.95860788565,0.1684583042314933,0.4100089440299908
2021-03-19,123766.01565060177,-0.002197233080883851,0.23766015650601768,-0.020210291356253424,126318.95860788565,0.16817113280063822,0.4181648044141766
2021-03-22,124312.61784086276,0.004416415826167224,0.2431261784086276,-0.015883132580683284,126318.95860788565,0.16758266912000444,0.4441015888373833
2021-03-23,122992.77416026284,-0.010617133670931813,0.2299277416026284,-0.026331632909893005,126318.95860788565,0.16645525819138202,0.4562081004873655
2021-03-24,122920.8654044444,-0.0005846583777738225,0.22920865404444402,-0.026900896277885587,126318.95860788565,0.16628654783987704,0.439919327340537
2021-03-25,123761.20937983193,0.006836463220646556,0.23761209379831927,-0.020248340045245235,126318.95860788565,0.1629873420797639,0.49735464552471453
2021-03-26,126180.52238362895,0.019548233375548063,0.26180522383628957,-0.0010959259463690534,126318.95860788565,0.1648170521160064,0.5381772286906903
2021-03-29,126032.00435934223,-0.0011770281298661308,0.2603200435934223,-0.002271664140567952,126318.95860788565,0.16389679427952666,0.50633194359769
2021-03-30,125715.51897682167,-0.0025111509106701736,0.2571551897682167,-0.004777110559762921,126318.95860788565,0.16239548269247325,0.4650396051996267
2021-03-31,125986.5772429331,0.0021561241469432372,0.25986577242933095,-0.002631286456250164,126318.95860788565,0.1621766904278507,0.47749556383158076
2021-04-01,127431.90966077626,0.011472114327355723,0.27431909660776266,0.0,127431.90966077626,0.1625151982401787,0.4844667373298368
2021-04-05,128535.33671305915,0.008658954065902414,0.28535336713059145,0.0,128535.33671305915,0.16273490754585668,0.49166897680558647
2021-04-06,128544.05852136707,6.785533481274008e-05,0.28544058521367077,0.0,128544.05852136707,0.16262683133402786,0.4970527158643341
2021-04-07,128399.17912537263,-0.001127079677279562,0.2839917912537262,-0.0011270796772793873,128544.05852136707,0.16138710678138,0.46211796784674675
2021-04-08,128621.77882746208,0.0017336536230664785,0.28621778827462085,0.0,128621.77882746208,0.16046830986436036,0.4860473451642903
2021-04-09,129381.8374952687,0.005909253275265214,0.29381837495268703,0.0,129381.8374952687,0.15932967062417783,0.46603179057558125
2021-04-12,129414.25265961612,0.0002505387539312678,0.29414252659616125,0.0,129414.25265961612,0.15884499257311993,0.44514973230030425
2021-04-13,129771.65777766204,0.0027617137270495294,0.2977165777766204,0.0,129771.65777766204,0.15878964630359424,0.4409192318270599
2021-04-14,129906.36785075303,0.0010380546522861488,0.29906367850753024,0.0,129906.36785075303,0.1584091958921757,0.42402979144836517
2021-04-15,130988.59642805337,0.008330835471773785,0.3098859642805336,0.0,130988.59642805337,0.15801179387795888,0.4577531834202728
2021-04-16,131456.42053575348,0.0035714872932246077,0.3145642053575348,0.0,131456.42053575348,0.15777198298759826,0.47393195807690625
2021-04-19,130695.93440131548,-0.005785081712544869,0.30695934401315483,-0.005785081712544937,131456.42053575348,0.15812856628571575,0.4556184398103816
2021-04-20,129507.89324078076,-0.009090115664093493,0.2950789324078076,-0.014822610314745048,131456.42053575348,0.15887477895015079,0.43539777566100657
2021-04-21,130752.30274462009,0.009608754128412157,0.30752302744620086,-0.005356283004388429,131456.42053575348,0.15748618882619456,0.48434176190265843
2021-04-22,130183.26775222228,-0.004352007425132762,0.30183267752222287,-0.009684979846115079,131456.42053575348,0.15770744091865502,0.46768491076983
2021-04-23,131647.24400049323,0.011245502387121848,0.31647244000493235,0.0,131647.24400049323,0.1579668494655297,0.4999518493545802
2021-04-26,131972.0875999338,0.0024675305731376306,0.31972087599933796,0.0,131972.0875999338,0.1577094408612893,0.48822769061613397
2021-04-27,132082.5908886625,0.0008373231850640681,0.320825908886625,0.0,132082.5908886625,0.1576969731264702,0.48250848475298436
2021-04-28,131950.62549463447,-0.0009991127001685563,0.31950625494634477,-0.0009991127001685227,132082.5908886625,0.15461924373260585,0.5206084149474307
2021-04-29,132695.20124168505,0.0056428360552248135,0.32695201241685057,0.0,132695.20124168505,0.15357031292816217,0.5539115213321834
2021-04-30,131693.99261253572,-0.007545175860020586,0.31693992612535715,-0.007545175860020561,132695.20124168505,0.14737958236370266,0.5981495889874172
2021-05-03,132104.09978897456,0.0031140917539453695,0.3210409978897457,-0.004454580476002895,132695.20124168505,0.1469533685489832,0.5838358239447679
2021-05-04,131362.88823095046,-0.005610814192807938,0.3136288823095046,-0.01004040084545317,132695.20124168505,0.14706362706485948,0.581656467129671
2021-05-05,131557.53291879938,0.0014817327060190676,0.3155753291879937,-0.008573545329748385,132695.20124168505,0.1453522002137541,0.5485869660322064
2021-05-06,131641.86312844112,0.0006410139181750609,0.3164186312844113,-0.007938027173457629,132695.20124168505,0.14327480888672278,0.5110489428276357
2021-05-07,133096.3637555018,0.011048921615774624,0.330963637555018,0.0,133096.3637555018,0.14313894948754777,0.5090238559413646
2021-05-10,132403.36439557525,-0.005206749007805991,0.3240336439557525,-0.005206749007806094,133096.3637555018,0.1417434588044582,0.46324859106601624
2021-05-11,131265.8665038657,-0.008591155495951745,0.3126586650386569,-0.01375317251340346,133096.3637555018,0.14249916488818734,0.44022456892414374
2021-05-12,128310.5512629791,-0.022513965889217377,0.283105512629791,-0.03595749994578549,133096.3637555018,0.13997368647319616,0.3310789362259205
2021-05-13,129507.77477565181,0.009330670789644809,0.29507774775651807,-0.02696233675055347,133096.3637555018,0.14042896683613817,0.3456653734607231
2021-05-14,131494.34385926585,0.015339380875436877,0.3149434385926584,-0.012036541427824956,133096.3637555018,0.1418079336675042,0.37479927858007556
2021-05-17,131073.06802101305,-0.003203756343342495,0.3107306802101306,-0.015201735625216263,133096.3637555018,0.14065458817255894,0.3924713381475972
2021-05-18,130135.70204562368,-0.007151476573655122,0.3013570204562368,-0.02224449734266871,133096.3637555018,0.13933342041491864,0.3431470762048573
2021-05-19,129695.9096810621,-0.0033794904676303895,0.29695909681062105,-0.025548812743572374,133096.3637555018,0.1379873199889575,0.30504528469372977
2021-05-20,131100.8801868727,0.010832805053494605,0.3110088018687269,-0.014992772997877015,133096.3637555018,0.13846651188131098,0.33432509405402094
2021-05-21,131194.499569477,0.0007141018616414606,0.31194499569476997,-0.01428937750334445,133096.3637555018,0.13732056608470217,0.35808150845580833
2021-05-24,132233.5208342855,0.007919701422072614,0.322335208342855,-0.006482843684605436,133096.3637555018,0.13755038211869117,0.3645009416035445
2021-05-25,131862.9674608754,-0.0028022650465041907,0.318629674608754,-0.009266942084850327,133096.3637555018,0.13734249002139176,0.36961922919986684
2021-05-26,132191.47803364636,0.002491302744786481,0.3219147803364637,-0.006798726098315683,133096.3637555018,0.1366699234867942,0.3524972739398825
2021-05-27,132801.46569162895,0.004614424976981977,0.3280146569162896,-0.002215673332853643,133096.3637555018,0.13489674712833694,0.32743560714094794
2021-05-28,132974.76540465065,0.0013049533159830333,0.3297476540465065,-0.0009136113671334599,133096.3637555018,0.13478079487493594,0.33529240977956415
2021-06-01,133227.0363873111,0.0018971342562083152,0.3322703638731108,0.0,133227.0363873111,0.13478296825148908,0.33674951636182016
2021-06-02,133481.89666043498,0.0019129771256260462,0.33481896660434995,0.0,133481.89666043498,0.13418714981576954,0.35569199187635225
2021-06-03,133096.86483404657,-0.0028845246885266804,0.3309686483404657,-0.0028845246885268244,133481.89666043498,0.13406119393372282,0.3353703875846595
2021-06-04,133807.44831823904,0.005338844645803327,0.3380744831823903,0.0,133807.44831823904,0.13416298119618233,0.3402402823537839
2021-06-07,133604.84189081826,-0.0015141640466746645,0.3360484189081827,-0.0015141640466748054,133807.44831823904,0.1341418101800351,0.3279624798021739
2021-06-08,133567.63802692678,-0.0002784619431822261,0.33567638026926794,-0.0017922043527943765,133807.44831823904,0.13304087845408488,0.30056106071165695
2021-06-09,133069.6306914699,-0.003728502972827133,0.3306963069146991,-0.005514025086364046,133807.44831823904,0.13289553948224675,0.3038895824185578
2021-06-10,133711.42352592183,0.004822985012560601,0.33711423525921824,-0.0007176341341539862,133807.44831823904,0.1329570291863803,0.30666989675490486
2021-06-11,134054.39716506712,0.0025650287021200062,0.3405439716506711,0.0,134054.39716506712,0.13254200058204163,0.3243136087122387
2021-06-14,133911.5683743888,-0.0010654539776301477,0.339115683743888,-0.0010654539776300746,134054.39716506712,0.13258374335214962,0.3195951327748403
2021-06-15,133972.87576512183,0.0004578199738622321,0.33972875765121824,-0.0006081217898798329,134054.39716506712,0.13231831252866127,0.32986130826222954
2021-06-16,133191.32039944967,-0.00583368358116281,0.33191320399449675,-0.006438257780941705,134054.39716506712,0.13230221559601088,0.33015409636666354
2021-06-17,132588.0227451166,-0.004529556824902287,0.32588022745116607,-0.01093865215137173,134054.39716506712,0.1314443528436148,0.29449057178389015
2021-06-18,130663.48527827118,-0.014515168316108624,0.30663485278271185,-0.025295044090352017,134054.39716506712,0.13330092161358395,0.26433717269769336
2021-06-21,132731.98882692342,0.015830769738362702,0.3273198882692343,-0.009864714370505534,134054.39716506712,0.13464576660919636,0.2813816712354361
2021-06-22,133073.60409729343,0.002573722230708573,0.3307360409729343,-0.007316381174471985,134054.39716506712,0.13462007803443996,0.28896082939680157
2021-06-23,132865.93915923752,-0.0015605268938540028,0.3286593915923752,-0.008865490658737563,134054.39716506712,0.1343971971497256,0.29570867939382184
2021-06-24,133637.41035019775,0.005806387971530047,0.3363741035019776,-0.003110579165530167,134054.39716506712,0.1343687125834667,0.3148805818254942
2021-06-25,134322.0728480327,0.005123284685334713,0.34322072848032703,0.0,134322.0728480327,0.13446880148829154,0.3200943103340385
2021-06-28,134100.37311982267,-0.0016505085389864086,0.3410037311982268,-0.0016505085389863171,134322.0728480327,0.13451913679055885,0.3116655074271641
2021-06-29,134040.1399677169,-0.00044916468690175677,0.3404013996771691,-0.002098931875736858,134322.0728480327,0.13452805506766935,0.3057769993982032
2021-06-30,134176.22392761274,0.0010152478200082405,0.34176223927612726,-0.0010858149917397873,134322.0728480327,0.13424148704522143,0.31770332112999783
2021-07-01,134870.76200525794,0.005176312593354018,0.3487076200525794,0.0,134870.76200525794,0.13424066158761908,0.3176752964642011
2021-07-02,135403.4288189483,0.0039494609934033215,0.3540342881894831,0.0,135403.4288189483,0.13398484480929332,0.31022244702944923
2021-07-06,134628.9051303412,-0.005720118724930668,0.34628905130341203,-0.0057201187249307376,135403.4288189483,0.13106542728559603,0.337823508828168
