Metric,Value
Mean_Beta,0.020240019559623505
Beta_Std,0.10007895802973102
Min_Beta,-0.22655583232161924
Max_Beta,0.2891719186699578
Alpha_Annual_Pct,15.202587393523407
R_Squared,0.02255379234815509
Portfolio_Vol,17.049455313237345
Market_Vol,23.490764264343294
Correlation,0.024948229051093552
