Date,Price,SMA,EMA,RSI,MACD,MACD_Signal,ATR
2022-01-04,176.37832641601562,172.95187683105468,174.18324933669206,57.717713235727835,4.595140582308403,4.841876797785659,2.4390651157924106
2022-01-05,171.68673706054688,173.13542251586915,173.79917052497743,43.67059544542035,4.055607821989099,4.684623002626347,2.4257420131138394
2022-01-06,168.8206787109375,172.98426818847656,173.03324870743282,49.57350095429289,3.358047781633445,4.419307958427767,2.136899675641741
2022-01-07,168.98753356933594,172.86697692871093,172.41083099387944,51.74397975052461,2.7865683907810705,4.092760044898428,2.0702972412109375
2022-01-10,169.0071563720703,172.51068496704102,171.88718874437035,54.3324174565345,2.308637713940726,3.735935578706888,1.9742464338030135
2022-01-11,171.84376525878906,172.4782958984375,171.88050820812708,53.75763613108655,2.134163531152325,3.415581169195976,1.94970703125
2022-01-12,172.2854461669922,172.53718795776368,171.9428063556448,49.785291789490046,2.008380086816885,3.134140952720158,1.79547119140625
2022-01-13,169.0071563720703,172.18825988769532,171.49116789663333,42.7763643522426,1.6254282868245014,2.832398419541027,1.9847640991210938
2022-01-14,169.87091064453125,172.22801208496094,171.2418975501561,35.56097120567131,1.3757749007382074,2.5410737157804633,1.7625252859933036
2022-01-18,166.66134643554688,172.16225051879883,170.53719737867775,32.66356918497986,0.9084655599169764,2.214552084607766,1.9188690185546875
2022-01-19,163.1573028564453,171.9895034790039,169.40182899064197,28.6871730782798,0.25246228020085937,1.8221341237263848,2.162846156529018
2022-01-20,161.4691162109375,171.57333908081054,168.1814116399182,28.193703003189952,-0.399047626115248,1.3778977737580584,2.200702122279576
2022-01-21,159.40797424316406,170.92406845092773,166.83165204041757,26.932480740007605,-1.0693638905885052,0.8884454408887458,2.3037588936941966
2022-01-24,158.63253784179688,170.20461654663086,165.57024985601439,15.097659462022747,-1.6442121424576612,0.3819139242194644,2.047867911202567
2022-01-25,156.82655334472656,169.19611053466798,164.22506577735473,15.344570461401645,-2.2199215060250594,-0.13845316182944037,2.0149154663085938
2022-01-26,156.73822021484375,168.23422546386718,163.07324338312227,18.336873486600638,-2.6527241174029825,-0.6413073529441488,1.6861114501953125
2022-01-27,156.2769012451172,167.24485626220704,162.02765228496764,20.416764729379295,-2.9983843818236835,-1.1127227587200559,1.5143443516322546
2022-01-28,167.18154907226562,166.8586296081543,162.82055948301348,47.17272561796239,-2.365144769368527,-1.3632071608497502,2.281329563685826
2022-01-31,171.54928588867188,166.72170715332032,164.1634404684994,53.50283652364275,-1.493640201385574,-1.3892937689569151,2.5919091360909596
2022-02-01,171.3824462890625,166.35854721069336,165.27405674858602,49.313859747149614,-0.8071250782750781,-1.2728600308205478,2.4012113298688615
2022-02-02,172.58970642089844,166.1691162109375,166.39954131355717,50.44246334477436,-0.16375344619558518,-1.0510387138955553,2.455895560128348
2022-02-03,169.7040252685547,166.0699806213379,166.90792346047985,51.025110838566256,0.11198199637141215,-0.8184345718421618,2.427852085658482
2022-02-04,169.4190216064453,166.0998977661133,167.29424625216683,49.323745738445,0.3040025552926977,-0.59394714641519,2.3865127563476562
2022-02-07,168.70162963867188,166.0856025695801,167.5107667731676,53.299399696393635,0.3937537472714041,-0.3964069676778712,2.208500453404018
2022-02-08,171.81698608398438,166.2260940551758,168.1732620517548,64.18210397159186,0.7081028734076256,-0.17550499946077186,2.180737086704799
2022-02-09,173.2420196533203,166.29600677490234,168.9530709135341,69.4483080920493,1.0599961444481778,0.07159522932101807,2.161940438406808
