Date,Signal_Weighted_Return,Equal_Weight_Return,Signal_Weighted_Value,Equal_Weight_Value,Signal_Cumulative_Return,Equal_Cumulative_Return
2022-11-25,0.0028494719018065592,0.0023531601288653446,122440.67622498873,148389.14475423205,0.22440676224988731,0.4838914475423206
2022-11-28,-0.014500117384972385,-0.015889367124892285,120665.27204703099,146031.33515588328,0.20665272047030991,0.4603133515588329
2022-11-29,0.006453527734104303,0.0020806315918551078,121443.98872672975,146335.1725652094,0.21443988726729746,0.4633517256520938
2022-11-30,0.02855348326878405,0.0263154799018417,124911.63762693283,150186.05285778167,0.24911637626932825,0.5018605285778168
2022-12-01,-0.0011087331242851778,-0.0011087331242851794,124773.14395668716,150019.53660617262,0.2477314395668715,0.5001953660617262
2022-12-02,-0.005565512773720117,-0.0014841880572066314,124078.717430179,149796.87940159408,0.24078717430178997,0.49796879401594074
2022-12-05,-0.018283629624204288,-0.018283629624204295,121810.10811643931,147058.04873975375,0.21810108116439308,0.47058048739753744
2022-12-06,-0.020452389660241717,-0.013749822681787207,119318.80032068571,145036.02664565248,0.19318800320685714,0.45036026645652494
2022-12-07,-0.0047624949801908095,-0.0032975258842378253,118750.54513311607,144557.76659364146,0.1875054513311607,0.44557766593641457
2022-12-08,0.009458541184630673,0.008359008041843863,119873.75205495498,145766.1261271087,0.19873752054954985,0.4576612612710871
2022-12-09,-0.009562995696335562,-0.008084919138561152,118727.39987994985,144587.6187842297,0.18727399879949846,0.445876187842297
2022-12-12,0.017710742725933072,0.01615323352578287,120830.15031374262,146923.17635538822,0.20830150313742624,0.4692317635538823
2022-12-13,0.0066820540480824475,0.005455939278831284,121637.54390877699,147724.78028423624,0.2163754390877699,0.47724780284236235
2022-12-14,-0.008711203134960294,-0.008769643807685518,120577.93455494998,146429.2865795749,0.20577934554949984,0.464292865795749
2022-12-15,-0.023718517790215204,-0.02342935732387022,117718.004669101,142998.54250162264,0.17718004669101006,0.4299854250162263
2022-12-16,-0.010598382882576989,-0.01033552432532318,116470.38418344488,141520.57758711136,0.16470384183444886,0.4152057758711136
2022-12-19,-0.009595019654795242,-0.009595019654795242,115352.84855800318,140162.68486360507,0.15352848558003185,0.4016268486360508
2022-12-20,0.0036600560009513584,0.0036600560009513606,115775.04644359475,140675.68813944954,0.15775046443594753,0.4067568813944955
2022-12-21,0.016043412088915705,0.016043412088915715,117632.4732233027,142932.60617516254,0.17632473223302703,0.42932606175162547
2022-12-22,-0.013654042863771516,-0.013654042863771521,116026.31439174028,140980.99824381628,0.1602631439174027,0.4098099824381629
2022-12-23,0.006352838864581923,0.00612377278418863,116763.41087112232,141844.33384394954,0.1676341087112232,0.41844333843949544
2022-12-27,-0.003919925566361566,-0.0024261571319517928,116305.70699163302,141500.1972017671,0.1630570699163303,0.415001972017671
2022-12-28,-0.010702215579517449,-0.010702215579517449,115060.97824228038,139985.83158676955,0.15060978242280387,0.3998583158676956
2022-12-29,0.01766766807312794,0.017667668073127946,117093.83741403441,142459.05479418542,0.17093837414034407,0.42459054794185414
2022-12-30,-0.0032127766058758483,-0.00321277660587585,116717.64107249837,142001.36567564748,0.1671764107249838,0.42001365675647473
2023-01-03,-0.0020440727384837144,-0.0012283302166982435,116479.06172428196,141826.94110737566,0.16479061724281951,0.4182694110737566
2023-01-04,0.011485519493622578,0.011500186951188094,117816.88425831504,143457.97744482564,0.17816884258315047,0.43457977444825646
2023-01-05,-0.01592578473818296,-0.014610545751323192,115940.5579210937,141361.9781019757,0.159405579210937,0.4136197810197568
2023-01-06,0.024819134232505532,0.025222927088178634,118818.1021911289,144927.54096868253,0.18818102191128894,0.4492754096868252
2023-01-09,0.0035672551753137965,0.0033902437312257473,119241.95668109116,145418.88065593355,0.19241956681091166,0.4541888065593356
2023-01-10,0.008463118413270571,0.00846311841327057,120251.11548031332,146649.57786244998,0.2025111548031333,0.46649577862449987
2023-01-11,0.010201388422701907,0.010161633757331671,121477.84381759119,148139.7771633555,0.2147784381759119,0.4813977716335549
2023-01-12,0.0047174065909291255,0.0047174065909291255,122050.90419866817,148838.6127245247,0.22050904198668175,0.488386127245247
2023-01-13,0.005068862087701581,0.005068862087701579,122669.5633997305,149593.05512575014,0.22669563399730497,0.4959305512575014
2023-01-17,-0.0006403433967603308,-0.0006403433967603311,122591.012754824,149497.26420069917,0.22591012754824003,0.49497264200699176
2023-01-18,-0.01709789614408969,-0.017097896144089693,120494.96435054323,146941.17550357006,0.20494964350543232,0.46941175503570065
2023-01-19,-0.010114570906203001,-0.010315126361803189,119276.20948977926,145425.45871049885,0.1927620948977926,0.45425458710498856
